filename, 31d1eefdbeca-h2-simpless-dks-lmcountlmmergedlmrhwlmhm1, 31d1eefdbeca-h2-simpless-dks-masb50ksccdfp, 31d1eefdbeca-h2-simpless-dks-lmcountlmrhw, 31d1eefdbeca-h2-simpless-dks-blind, 31d1eefdbeca-h2-simpless-dks-celmcut, 31d1eefdbeca-h2-simpless-dks-zopdbsgenetic, 31d1eefdbeca-h2-simpless-dks-masb50ksbmiasm, 31d1eefdbeca-h2-simpless-dks-masginfsccdfp, 31d1eefdbeca-simpless-dks-masb50kmiasmdfp, 31d1eefdbeca-h2-simpless-dks-cpdbshc900, 31d1eefdbeca-h2-simpless-oss-blind, 31d1eefdbeca-h2-simpless-oss-celmcut, 31d1eefdbeca-h2-simpless-oss-lmcountlmrhw, 31d1eefdbeca-h2-simpless-oss-masb50ksccdfp, 31d1eefdbeca-h2-simpless-oss-lmcountlmmergedlmrhwlmhm1, 31d1eefdbeca-h2-simpless-oss-zopdbsgenetic, 31d1eefdbeca-h2-simpless-oss-cpdbshc900, 31d1eefdbeca-simpless-oss-masb50kmiasmdfp, 31d1eefdbeca-h2-simpless-oss-masb50ksbmiasm, 31d1eefdbeca-h2-simpless-oss-masginfsccdfp, seq-opt-symba-1
airport-p11-airport3-p1.pddl-bolded-cs.png, 0.014484, 0.0950627, 0.0120644, 0.01, 0.01, 0.316008, 0.194565, 0.0957555, 10000.0, 0.0229562, 0.01, 0.01, 0.0123021, 0.0954644, 0.0138913, 0.315614, 0.0232708, 10000.0, 0.199612, 0.0936805, 0.12
airport-p12-airport3-p2.pddl-bolded-cs.png, 0.0284272, 13.0983, 0.0246183, 0.0169446, 0.0195503, 0.0301596, 1.85421, 0.822228, 10000.0, 0.0795943, 0.0168993, 0.0195176, 0.0237735, 20.551, 0.0295245, 0.029922, 0.079136, 10000.0, 6.75607, 0.835528, 0.2
airport-p13-airport3-p2.pddl-bolded-cs.png, 0.0250565, 13.2446, 0.0207814, 0.0145537, 0.0175499, 0.0244234, 1.53652, 0.684532, 10000.0, 0.0744555, 0.0146175, 0.0176545, 0.0213668, 21.2983, 0.0251266, 0.024393, 0.0743708, 10000.0, 13.131, 0.680011, 0.18
airport-p14-airport3-p3.pddl-bolded-cs.png, 0.0461186, 26.6797, 0.0359791, 0.0312224, 0.0346291, 0.0768592, 6.70192, 3.07316, 10000.0, 0.253343, 0.0323362, 0.0387072, 0.0653831, 27.9612, 0.0783196, 0.0769289, 0.255672, 10000.0, 603.792, 3.07759, 0.57
airport-p15-airport3-p3.pddl-bolded-cs.png, 0.0434011, 24.6988, 0.0338112, 0.0440618, 0.034124, 0.0760851, 6.35142, 2.7858, 10000.0, 0.196908, 0.0438347, 0.0340677, 0.0330767, 30.0536, 0.0427138, 0.0757591, 0.198201, 10000.0, 375.949, 2.79075, 0.53
airport-p16-airport3-p4.pddl-bolded-cs.png, 0.0698495, 75.8295, 0.0541157, 0.67475, 0.102243, 0.843274, 19.8226, 8.19279, 10000.0, 0.789527, 0.671719, 0.118334, 1.82418, 89.0689, 1.89869, 0.855217, 0.797101, 10000.0, 10000.0, 8.29571, 2.47
airport-p17-airport3-p5.pddl-bolded-cs.png, 0.0908779, 99.0203, 0.0685647, 2.46915, 0.700997, 2.68906, 107.665, 15.827, 10000.0, 1.76074, 2.41943, 0.713714, 0.069143, 100.652, 0.0884733, 2.6322, 1.76877, 10000.0, 10000.0, 16.0505, 4.85
airport-p18-airport3-p6.pddl-bolded-cs.png, 0.128961, 135.768, 0.0996586, 33.3539, 4.86427, 35.6833, 142.099, 72.6765, 10000.0, 5.77079, 33.4073, 4.8815, 0.0972161, 161.906, 0.130559, 36.157, 5.75811, 10000.0, 10000.0, 73.6609, 64.0
airport-p19-airport3-p6.pddl-bolded-cs.png, 0.147823, 110.518, 0.126651, 1.35251, 1.29004, 1.4634, 58.7508, 17.8912, 10000.0, 1.89188, 1.45823, 1.26785, 0.124438, 104.588, 0.14814, 1.53473, 1.92473, 10000.0, 10000.0, 17.8743, 3.22
airport-p20-airport3-p7.pddl-bolded-cs.png, 0.150084, 194.554, 0.113943, 59.4016, 13.3917, 60.4617, 261.175, 117.896, 10000.0, 15.1709, 58.5762, 13.6855, 0.113272, 214.081, 0.151189, 62.7399, 15.2817, 10000.0, 10000.0, 117.476, 78.59
airport-p21-airport4halfMUC-p2.pddl-bolded-cs.png, 0.277822, 302.29, 0.224363, 0.261462, 0.256065, 0.300639, 268.512, 135.785, 10000.0, 0.936516, 0.255907, 0.258976, 0.223475, 337.924, 0.274399, 0.300439, 0.932788, 10000.0, 10000.0, 139.035, 5.34
airport-p22-airport4halfMUC-p3.pddl-bolded-cs.png, 0.466121, 743.852, 0.355162, 5.73911, 0.677526, 2.8207, 1594.4, 419.404, 10000.0, 2.80532, 5.8797, 0.700723, 0.356513, 822.985, 0.457896, 2.89444, 2.8427, 10000.0, 10000.0, 418.878, 19.38
airport-p23-airport4halfMUC-p4.pddl-bolded-cs.png, 0.683309, 1663.55, 0.530977, 214.189, 1.39778, 133.715, 10000.0, 1388.89, 10000.0, 9.6751, 218.85, 1.41842, 0.505903, 1776.66, 0.676764, 136.772, 9.71763, 10000.0, 10000.0, 1247.03, 319.28
airport-p24-airport4halfMUC-p4.pddl-bolded-cs.png, 0.628094, 1681.27, 0.495471, 826.533, 1.32958, 106.943, 10000.0, 1343.09, 10000.0, 33.146, 841.777, 1.33412, 0.495712, 10000.0, 0.665918, 111.481, 34.1517, 10000.0, 10000.0, 1294.19, 970.17
airport-p25-airport4halfMUC-p5.pddl-bolded-cs.png, 0.966197, 10000.0, 0.712967, 10000.0, 1592.86, 10000.0, 10000.0, 10000.0, 10000.0, 456.904, 10000.0, 1698.15, 0.722598, 10000.0, 0.970632, 10000.0, 463.64, 10000.0, 10000.0, 10000.0, 10000.0
airport-p26-airport4halfMUC-p6.pddl-bolded-cs.png, 1.24376, 10000.0, 0.889161, 10000.0, 20.3121, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 20.923, 0.894613, 10000.0, 1.24939, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
airport-p27-airport4halfMUC-p6.pddl-bolded-cs.png, 1.40452, 10000.0, 1.02372, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 1.01633, 10000.0, 1.42001, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
airport-p28-airport4halfMUC-p7.pddl-bolded-cs.png, 1.95685, 10000.0, 1.40877, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 1.38117, 10000.0, 2.00436, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
airport-p29-airport4halfMUC-p8.pddl-bolded-cs.png, 2.40413, 10000.0, 1.71211, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 1.68433, 10000.0, 2.40302, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
airport-p30-airport4halfMUC-p8.pddl-bolded-cs.png, 2.34807, 10000.0, 1.67034, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 1.72485, 10000.0, 2.35138, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
airport-p31-airport4halfMUC-p9.pddl-bolded-cs.png, 3.08802, 10000.0, 2.14007, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 2.17173, 10000.0, 3.17272, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
airport-p32-airport4halfMUC-p10.pddl-bolded-cs.png, 3.97712, 10000.0, 2.74655, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 2.78126, 10000.0, 3.98252, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
airport-p33-airport4halfMUC-p10.pddl-bolded-cs.png, 3.85364, 10000.0, 2.7364, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 2.68185, 10000.0, 3.85166, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
airport-p34-airport4halfMUC-p11.pddl-bolded-cs.png, 4.85673, 10000.0, 3.34366, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 3.37193, 10000.0, 5.0079, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
airport-p35-airport4halfMUC-p12.pddl-bolded-cs.png, 5.83921, 10000.0, 4.0101, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 4.07745, 10000.0, 5.79558, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
airport-p36-airport5MUC-p2.pddl-bolded-cs.png, 0.868616, 10000.0, 0.738646, 1.33847, 0.94027, 1.02947, 10000.0, 10000.0, 10000.0, 10.8573, 1.32723, 0.943024, 0.732994, 10000.0, 0.806499, 1.07004, 10.9247, 10000.0, 10000.0, 10000.0, 50.85
airport-p37-airport5MUC-p3.pddl-bolded-cs.png, 7.16906, 10000.0, 6.27606, 283.826, 98.1556, 4.46858, 10000.0, 10000.0, 10000.0, 61.1281, 285.195, 100.03, 6.18112, 10000.0, 7.0753, 4.48599, 60.582, 10000.0, 10000.0, 10000.0, 382.59
airport-p38-airport5MUC-p3.pddl-bolded-cs.png, 14.3352, 10000.0, 12.5348, 262.202, 129.846, 22.0237, 10000.0, 10000.0, 10000.0, 51.7526, 259.852, 128.655, 12.8129, 10000.0, 14.6863, 22.5123, 52.319, 10000.0, 10000.0, 10000.0, 327.44
airport-p39-airport5MUC-p4.pddl-bolded-cs.png, 1306.9, 10000.0, 981.819, 10000.0, 10000.0, 968.879, 10000.0, 10000.0, 10000.0, 527.976, 10000.0, 10000.0, 1117.56, 10000.0, 1257.91, 976.051, 542.119, 10000.0, 10000.0, 10000.0, 10000.0
airport-p40-airport5MUC-p4.pddl-bolded-cs.png, 672.239, 10000.0, 610.852, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 390.771, 10000.0, 10000.0, 602.503, 10000.0, 677.493, 10000.0, 396.309, 10000.0, 10000.0, 10000.0, 10000.0
airport-p41-airport5MUC-p4.pddl-bolded-cs.png, 787.246, 10000.0, 682.103, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 235.724, 10000.0, 10000.0, 693.19, 10000.0, 785.84, 10000.0, 241.279, 10000.0, 10000.0, 10000.0, 10000.0
blocks-probBLOCKS-10-0.pddl-bolded-cs.png, 83.4908, 203.352, 80.8287, 546.323, 59.3136, 204.616, 238.382, 10.9728, 86.4786, 10.4931, 534.649, 58.7276, 81.2001, 191.447, 83.039, 208.443, 10.8833, 83.689, 239.651, 10.7121, 1.22
blocks-probBLOCKS-10-1.pddl-bolded-cs.png, 32.5814, 142.902, 30.1835, 504.712, 8.08505, 102.889, 193.213, 2.91946, 63.0173, 2.62242, 506.331, 8.04614, 30.8163, 164.357, 32.6912, 105.588, 2.5668, 62.8071, 185.845, 2.8325, 1.07
blocks-probBLOCKS-10-2.pddl-bolded-cs.png, 76.0579, 217.75, 73.4955, 517.029, 23.1491, 162.924, 350.178, 5.38611, 86.1537, 4.73992, 517.844, 23.8997, 73.3348, 225.748, 68.3385, 160.765, 5.03705, 86.0234, 358.972, 5.44575, 1.12
blocks-probBLOCKS-11-0.pddl-bolded-cs.png, 61.0219, 10.6024, 58.9365, 10000.0, 21.8108, 118.973, 10.1798, 2.91086, 178.689, 2.61515, 10000.0, 22.3746, 57.806, 7.23377, 58.7685, 124.281, 2.70529, 180.587, 9.91693, 2.92011, 2.58
blocks-probBLOCKS-11-1.pddl-bolded-cs.png, 41.0551, 9.31106, 41.4533, 10000.0, 25.8459, 253.845, 10.6193, 4.8432, 265.302, 4.30748, 10000.0, 25.6532, 40.8929, 8.6054, 40.0667, 249.682, 4.42752, 264.239, 10.848, 4.94703, 2.27
blocks-probBLOCKS-11-2.pddl-bolded-cs.png, 64.0131, 6.56439, 62.5421, 10000.0, 18.5226, 142.166, 7.87166, 1.33106, 143.187, 1.10404, 10000.0, 18.5764, 62.0525, 6.07231, 65.6777, 135.704, 1.09759, 149.227, 7.11739, 1.41229, 2.28
blocks-probBLOCKS-12-0.pddl-bolded-cs.png, 74.7331, 15.6046, 70.1978, 10000.0, 27.5953, 10000.0, 20.989, 5.93158, 429.68, 5.34231, 10000.0, 28.4923, 69.94, 13.2004, 73.4093, 10000.0, 5.086, 419.407, 23.189, 5.83673, 4.41
blocks-probBLOCKS-12-1.pddl-bolded-cs.png, 11.1375, 7.27807, 10.6828, 10000.0, 2.94966, 146.391, 17.262, 0.580348, 77.6291, 0.397463, 10000.0, 2.96461, 10.9915, 6.51155, 11.1403, 143.386, 0.408294, 80.7375, 13.7404, 0.600991, 3.66
blocks-probBLOCKS-13-0.pddl-bolded-cs.png, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 47.35
blocks-probBLOCKS-13-1.pddl-bolded-cs.png, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 47.87
blocks-probBLOCKS-14-0.pddl-bolded-cs.png, 337.35, 31.4603, 325.081, 10000.0, 88.3721, 10000.0, 163.444, 22.8852, 10000.0, 18.4699, 10000.0, 88.3914, 283.884, 28.7415, 333.855, 10000.0, 19.5461, 10000.0, 162.478, 22.4793, 30.02
blocks-probBLOCKS-14-1.pddl-bolded-cs.png, 600.886, 48.3156, 561.86, 10000.0, 177.478, 10000.0, 195.141, 34.6837, 10000.0, 30.6978, 10000.0, 191.892, 572.268, 40.8545, 575.105, 10000.0, 31.8965, 10000.0, 200.345, 36.5641, 63.48
blocks-probBLOCKS-15-0.pddl-bolded-cs.png, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 354.71
blocks-probBLOCKS-16-2.pddl-bolded-cs.png, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 881.65
blocks-probBLOCKS-4-0.pddl-bolded-cs.png, 0.01, 0.0350697, 0.01, 0.01, 0.01, 0.45, 0.0162286, 0.01, 0.290167, 0.0864433, 0.01, 0.01, 0.01, 0.0407071, 0.01, 0.453744, 0.0864854, 0.288367, 0.0427972, 0.01, 0.08
blocks-probBLOCKS-4-1.pddl-bolded-cs.png, 0.01, 0.0356366, 0.01, 0.01, 0.01, 0.448699, 0.0164847, 0.01, 0.285307, 0.01, 0.01, 0.01, 0.01, 0.0411836, 0.01, 0.450253, 0.01, 0.2863, 0.0425189, 0.01, 0.08
blocks-probBLOCKS-4-2.pddl-bolded-cs.png, 0.01, 0.0348838, 0.01, 0.01, 0.01, 0.449438, 0.0163533, 0.01, 0.284491, 0.01, 0.01, 0.01, 0.01, 0.0404667, 0.01, 0.452298, 0.01, 0.288147, 0.0441494, 0.01, 0.08
blocks-probBLOCKS-5-0.pddl-bolded-cs.png, 0.01, 0.459875, 0.01, 0.01, 0.01, 1.25596, 0.148159, 0.01, 0.327555, 0.01, 0.01, 0.01, 0.01, 0.359751, 0.01, 1.25618, 0.01, 1.12396, 0.263427, 0.01, 0.1
blocks-probBLOCKS-5-1.pddl-bolded-cs.png, 0.01, 0.424635, 0.01, 0.01, 0.01, 1.20235, 0.146188, 0.01, 0.320918, 0.01, 0.01, 0.01, 0.01, 0.357671, 0.01, 1.21989, 0.01, 1.15203, 0.250083, 0.01, 0.1
blocks-probBLOCKS-5-2.pddl-bolded-cs.png, 0.01, 0.470646, 0.01, 0.01, 0.01, 1.1949, 0.149944, 0.0101756, 0.328559, 0.0108201, 0.01, 0.01, 0.01, 0.411709, 0.01, 1.19079, 0.010777, 1.17748, 0.231923, 0.01, 0.11
blocks-probBLOCKS-6-0.pddl-bolded-cs.png, 0.01, 1.02701, 0.01, 0.0145129, 0.01, 2.4161, 0.553924, 0.0147895, 4.99871, 0.014789, 0.0144022, 0.01, 0.01, 0.952011, 0.01, 2.415, 0.0143722, 4.53593, 0.523934, 0.0145513, 0.13
blocks-probBLOCKS-6-1.pddl-bolded-cs.png, 0.01, 1.09865, 0.01, 0.0216899, 0.01, 2.41823, 0.504564, 0.0146446, 4.96321, 0.014858, 0.0216323, 0.01, 0.01, 0.905829, 0.01, 2.40119, 0.0148698, 4.53288, 0.535421, 0.0146468, 0.13
blocks-probBLOCKS-6-2.pddl-bolded-cs.png, 0.0216101, 0.999353, 0.0195971, 0.0288788, 0.0182996, 2.60058, 0.558415, 0.021963, 4.98051, 0.0210528, 0.0286085, 0.0185178, 0.0201607, 0.919941, 0.0209434, 2.60591, 0.0211343, 5.02835, 0.530605, 0.0216921, 0.13
blocks-probBLOCKS-7-0.pddl-bolded-cs.png, 0.0128114, 1.88846, 0.0112081, 0.15033, 0.01, 3.49575, 0.924142, 0.0279183, 6.95837, 0.0216336, 0.159694, 0.01, 0.0110338, 1.78435, 0.0128565, 3.4159, 0.0214422, 6.63231, 0.906766, 0.0279434, 0.18
blocks-probBLOCKS-7-1.pddl-bolded-cs.png, 0.104792, 2.01891, 0.098168, 0.232755, 0.0940077, 3.9564, 0.93316, 0.0445406, 7.01594, 0.0361764, 0.225288, 0.0936413, 0.0984151, 1.54936, 0.100856, 3.95436, 0.0358173, 6.72391, 0.943432, 0.0435773, 0.19
blocks-probBLOCKS-7-2.pddl-bolded-cs.png, 0.0332274, 1.78564, 0.0318214, 0.213961, 0.0191634, 3.89497, 0.875349, 0.0293258, 6.71124, 0.0216928, 0.224467, 0.0191706, 0.0321052, 1.57855, 0.0335289, 3.88122, 0.0215736, 6.35289, 0.903884, 0.029265, 0.2
blocks-probBLOCKS-8-0.pddl-bolded-cs.png, 0.0319142, 3.5168, 0.0295631, 2.18437, 0.025915, 6.16587, 2.14092, 0.0465032, 13.4455, 0.0284917, 2.32496, 0.0260688, 0.0300607, 2.80964, 0.0317046, 6.11761, 0.0291364, 13.1359, 2.2558, 0.0458682, 0.51
blocks-probBLOCKS-8-1.pddl-bolded-cs.png, 0.0997658, 4.49339, 0.0948929, 2.6893, 0.133104, 4.5357, 2.30986, 0.0727015, 14.2775, 0.0508238, 2.62165, 0.134699, 0.0934991, 3.30636, 0.0970453, 4.53819, 0.0522416, 13.7576, 2.21026, 0.0710583, 0.39
blocks-probBLOCKS-8-2.pddl-bolded-cs.png, 0.0122947, 3.98183, 0.0103634, 1.76725, 0.0107339, 3.7608, 2.17181, 0.0425126, 14.0505, 0.0270942, 1.72438, 0.0106285, 0.0103946, 2.89411, 0.0122881, 3.7642, 0.0269968, 13.6307, 2.07828, 0.0423615, 0.49
blocks-probBLOCKS-9-0.pddl-bolded-cs.png, 3.53086, 21.1752, 3.47731, 35.2635, 2.42361, 18.9351, 9.02241, 0.824618, 36.8217, 0.771708, 36.8387, 2.42588, 3.42738, 19.0027, 3.52377, 19.1635, 0.766392, 36.1823, 9.16481, 0.833294, 0.85
blocks-probBLOCKS-9-1.pddl-bolded-cs.png, 0.204292, 6.66624, 0.205239, 27.5523, 0.0739981, 7.84589, 3.62291, 0.0788594, 33.7265, 0.0414815, 27.5232, 0.0735416, 0.199346, 5.74122, 0.203541, 8.04589, 0.0418818, 33.3579, 3.46016, 0.0787746, 0.65
blocks-probBLOCKS-9-2.pddl-bolded-cs.png, 0.164857, 7.81022, 0.16385, 27.4198, 0.125489, 8.23035, 5.64298, 0.0989129, 33.9737, 0.0630404, 26.067, 0.125485, 0.159525, 5.94711, 0.162764, 8.47738, 0.0637604, 33.5326, 6.24378, 0.0987076, 0.68
briefcaseworld-p01.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.08
briefcaseworld-p02.pddl-bolded-cs.png, 0.01, 0.0118151, 0.01, 0.01, 0.01, 0.0137993, 0.01, 0.01, 0.0145924, 0.01, 0.01, 0.01, 0.01, 0.0108423, 0.01, 0.013762, 0.01, 0.0138157, 0.01, 0.01, 0.08
briefcaseworld-p03.pddl-bolded-cs.png, 0.01, 2.62678, 0.01, 0.01, 0.01, 0.0467296, 0.269082, 0.014015, 4.93457, 0.01, 0.01, 0.01, 0.01, 2.49273, 0.01, 0.046992, 0.01, 4.65342, 0.245204, 0.0138881, 0.09
briefcaseworld-p04.pddl-bolded-cs.png, 0.0130248, 13.0822, 0.0119629, 0.0159183, 0.0103532, 0.101358, 9.06948, 0.0577236, 43.392, 0.0322016, 0.0184869, 0.0106219, 0.0128935, 13.4623, 0.0200862, 0.102564, 0.0327158, 40.4338, 9.62164, 0.0581895, 0.16
briefcaseworld-p05.pddl-bolded-cs.png, 0.119029, 25.4033, 0.117762, 0.137677, 0.0644182, 0.384806, 13.0388, 0.261251, 63.3421, 0.124643, 0.141444, 0.0652681, 0.12453, 23.8957, 0.127142, 0.395116, 0.128903, 56.9568, 13.2017, 0.268514, 0.21
briefcaseworld-p06.pddl-bolded-cs.png, 0.410325, 35.9738, 0.398383, 2.13812, 0.316597, 0.850387, 19.135, 1.02085, 94.0478, 1.28586, 1.94311, 0.419962, 0.894763, 34.1965, 0.919629, 0.700193, 1.35299, 82.1338, 20.3545, 1.04095, 8.37
briefcaseworld-p07.pddl-bolded-cs.png, 17.5059, 59.2259, 17.3983, 17.2442, 12.0883, 16.361, 64.6298, 15.0406, 105.492, 15.8534, 13.6261, 12.4003, 14.3635, 53.0386, 14.2633, 12.2903, 11.6679, 102.469, 60.257, 12.0226, 31.64
briefcaseworld-p08.pddl-bolded-cs.png, 129.823, 153.437, 129.99, 391.799, 42.3946, 254.607, 245.43, 98.2178, 219.444, 255.704, 301.708, 53.3097, 239.439, 154.484, 246.188, 225.837, 221.602, 232.019, 215.983, 102.152, 89.8
briefcaseworld-p09.pddl-bolded-cs.png, 10000.0, 1427.71, 10000.0, 10000.0, 575.305, 10000.0, 1466.38, 1342.68, 10000.0, 10000.0, 10000.0, 979.866, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
depot-p01.pddl-bolded-cs.png, 0.01, 0.0736309, 0.01, 0.01, 0.01, 1.85653, 0.0311801, 0.0166608, 0.0245019, 0.0550387, 0.01, 0.01, 0.01, 0.435167, 0.01, 1.82777, 0.0562563, 0.202228, 0.491252, 0.0166778, 0.1
